47	127	1
78	47	1
32	165	1
59	290	1
309	386	1
208	646	0
66	4	0
5	633	1
184	697	0
312	102	0
117	76	0
223	319	0
219	10	0
312	804	0
93	354	0
161	226	0
267	325	0
201	783	0
125	482	0
59	310	1
278	964	1
73	54	0
206	179	0
241	119	1
80	488	1
36	551	0
27	375	0
36	455	0
236	683	0
323	411	0
157	705	0
223	218	0
267	72	0
221	469	0
318	243	0
209	113	1
246	232	0
10	63	1
90	642	1
41	634	1
82	751	0
324	198	0
11	888	0
205	104	0
184	225	0
140	199	0
277	775	0
41	182	1
5	131	1
210	329	0
96	263	0
61	582	0
30	123	1
24	708	0
280	874	1
5	729	1
35	820	1
207	288	0
323	102	0
184	315	0
113	222	1
282	471	1
291	134	0
249	36	1
51	216	1
35	216	1
117	251	0
152	158	1
5	315	1
280	268	1
261	782	1
72	578	0
39	122	1
19	820	1
120	959	0
246	32	0
53	635	0
37	491	1
207	547	0
5	163	1
212	832	1
10	5	1
205	58	0
128	150	0
1	134	1
15	369	1
178	847	1
316	687	1
1	379	1
60	616	1
67	102	1
147	503	0
146	490	0
0	544	1
223	376	0
317	176	1
256	812	1
15	130	1
90	157	0
47	534	1
280	178	1
167	688	0
195	255	0
319	656	0
0	50	1
188	950	0
37	243	1
238	151	0
89	48	0
137	307	1
0	471	1
89	645	1
5	417	1
137	83	1
273	115	0
195	883	0
218	150	0
42	185	1
302	273	0
184	193	0
47	460	1
41	675	1
147	554	0
289	965	1
282	810	1
290	123	1
157	471	1
253	929	0
206	376	0
210	919	0
251	104	1
163	215	1
31	583	0
42	279	1
19	121	0
324	289	0
6	125	1
264	648	1
29	192	1
1	181	1
5	182	1
223	64	0
200	275	0
9	66	1
12	286	1
291	850	1
316	16	1
94	687	1
43	631	1
247	307	1
1	446	1
98	241	0
169	69	0
38	825	0
311	448	0
274	44	0
169	194	0
241	208	0
41	228	1
277	477	0
28	800	1
184	217	0
255	86	0
185	276	0
193	389	0
77	676	0
52	794	0
159	38	0
291	150	0
44	419	0
209	42	1
56	291	1
41	436	1
1	470	1
60	235	1
323	432	0
111	340	0
141	932	0
0	428	1
111	119	1
144	689	0
228	807	0
24	471	1
65	22	1
72	191	1
59	795	1
66	876	0
137	67	1
71	819	1
206	30	0
294	696	0
72	509	0
93	304	0
223	198	1
169	159	0
4	679	1
238	616	1
206	28	0
318	169	0
203	270	0
29	216	1
301	616	1
12	400	1
272	447	0
1	499	1
89	680	0
169	176	0
38	770	0
98	199	0
1	214	1
95	67	1
205	64	0
165	286	0
275	150	0
242	800	1
32	27	1
276	139	1
169	151	0
141	903	0
45	50	1
177	236	1
86	721	0
63	131	1
184	69	0
220	839	0
124	154	0
247	782	1
310	842	1
205	208	0
322	163	1
122	115	0
36	258	0
178	83	1
249	738	1
291	110	1
1	583	1
283	674	1
324	291	1
9	178	1
169	471	0
5	815	1
161	278	0
61	538	0
223	30	0
169	57	0
15	335	1
5	294	0
169	300	0
90	169	1
322	850	1
1	818	1
252	792	1
144	299	0
131	754	1
44	14	0
223	240	0
149	832	0
8	238	1
89	430	1
1	519	1
18	649	1
202	617	0
120	395	0
93	66	1
32	130	1
15	307	1
184	183	0
173	805	0
248	880	0
68	242	1
52	955	0
9	839	1
148	316	1
221	121	0
317	792	1
106	673	0
98	67	1
67	211	1
257	246	0
223	103	0
79	763	1
209	294	1
0	228	1
15	117	1
67	728	1
1	850	1
23	728	0
290	210	1
66	12	0
90	915	0
87	581	0
120	451	0
294	530	1
70	75	1
290	16	1
185	674	1
212	269	1
15	662	1
36	589	0
74	298	0
1	198	1
84	48	1
261	680	0
294	734	1
72	220	0
125	600	0
249	202	1
33	210	1
108	561	0
207	195	0
313	151	0
280	410	1
257	433	0
267	556	0
56	211	1
185	150	0
78	847	1
267	522	0
81	865	1
260	782	1
167	772	0
221	791	0
252	814	0
201	21	0
236	448	1
56	275	1
304	965	1
238	165	1
93	252	1
27	436	1
292	704	1
67	80	0
43	285	0
145	433	0
147	188	0
137	312	1
206	1	0
280	438	1
186	256	0
5	807	1
61	23	1
274	479	0
15	158	1
26	109	0
3	310	1
1	259	1
125	612	0
72	969	0
22	227	1
19	140	1
37	116	1
47	185	1
0	883	1
104	162	0
270	965	0
87	474	0
120	981	0
164	398	0
243	850	1
274	610	0
169	231	0
8	216	1
106	645	1
93	589	0
87	980	0
111	675	0
42	396	0
54	226	1
223	639	0
205	221	0
323	446	0
241	798	1
53	149	0
12	125	1
17	892	0
14	250	0
182	583	0
257	874	1
323	384	0
52	238	0
50	281	1
254	241	0
176	279	0
1	56	1
284	823	1
149	265	0
14	566	0
72	620	0
285	294	0
39	194	1
250	655	0
270	154	0
5	822	1
91	113	1
264	154	0
205	140	0
147	578	0
184	228	0
201	423	1
14	302	0
223	273	0
22	632	1
243	675	0
292	828	1
280	47	1
169	232	0
113	180	1
65	268	1
169	65	0
1	917	1
223	21	0
144	386	0
254	798	1
47	471	1
47	820	1
25	23	1
44	492	0
44	253	0
9	226	1
5	214	1
50	202	1
147	322	0
21	935	0
63	467	1
58	879	1
277	177	0
87	476	0
273	672	1
42	23	1
32	645	1
105	800	1
223	82	0
246	738	1
295	121	0
111	218	0
15	198	1
241	918	1
107	197	0
223	169	0
44	480	0
105	158	1
289	9	0
247	21	0
73	192	1
67	192	1
79	36	1
206	38	0
134	118	1
219	935	1
124	886	1
243	157	0
41	134	1
289	369	1
14	982	0
147	603	0
144	286	0
2	1	1
261	834	0
1	220	1
261	481	1
304	732	0
184	276	0
223	74	0
54	192	1
173	316	0
274	347	0
275	865	1
66	481	0
0	201	1
323	297	0
7	823	0
120	648	0
113	208	0
24	552	1
1	75	1
1	350	1
5	336	1
42	194	1
163	872	0
71	50	0
2	131	0
10	820	1
210	984	0
41	662	1
14	401	0
237	437	1
5	25	1
1	827	1
1	602	1
223	16	0
72	453	0
264	180	1
206	287	0
109	620	0
66	400	0
272	810	0
1	674	1
0	110	1
120	518	0
53	447	0
195	859	0
15	277	1
295	828	1
223	121	0
236	656	0
286	433	1
1	257	1
38	361	0
90	207	1
223	279	0
41	644	1
67	109	1
221	631	0
303	687	1
31	597	0
164	919	0
212	150	0
283	234	0
0	589	1
70	204	1
1	575	1
41	286	1
72	615	0
1	667	1
1	785	0
87	536	0
313	862	0
107	894	0
1	438	1
39	222	0
169	36	0
177	150	0
29	235	1
322	226	1
80	391	0
61	594	0
206	205	0
169	181	0
27	130	1
82	12	0
206	12	0
144	226	0
266	213	1
205	54	0
302	633	0
257	110	1
259	446	1
5	110	1
37	423	1
195	937	0
38	155	1
0	437	1
184	2	0
324	541	0
31	223	0
101	666	0
93	522	0
205	296	0
5	863	1
265	291	1
29	385	1
5	484	1
137	106	1
68	75	1
208	395	0
0	914	0
259	377	1
293	644	1
152	843	0
15	634	1
274	345	0
254	45	0
5	663	1
22	647	1
134	424	1
1	623	1
109	475	0
267	351	0
157	36	1
122	652	1
299	928	0
163	681	0
323	430	0
178	383	1
47	363	1
13	525	0
207	736	0
41	421	1
146	192	1
246	246	0
0	614	1
49	751	1
79	259	1
18	316	1
93	502	0
1	81	1
12	365	0
239	23	1
205	258	0
25	664	1
0	31	1
223	424	0
132	21	0
35	823	1
46	373	1
54	141	0
137	147	1
108	795	0
60	23	1
223	256	0
1	154	1
46	709	0
9	307	1
19	129	0
209	15	1
5	520	1
36	445	0
184	41	0
36	977	0
41	430	1
107	925	0
36	441	0
93	53	0
24	619	1
264	966	1
1	409	1
323	300	0
165	870	0
114	134	1
226	238	0
277	377	0
125	529	0
9	541	1
261	944	0
304	876	1
10	20	1
205	115	0
72	151	1
90	624	0
285	113	1
236	115	1
93	133	0
0	99	1
255	534	0
25	679	1
5	290	1
290	635	1
251	693	0
1	557	1
18	428	1
125	454	0
282	875	1
175	697	0
113	121	1
0	134	1
182	601	0
316	779	0
245	78	1
75	616	0
15	832	1
146	466	0
164	457	0
319	674	1
236	540	0
53	134	0
274	420	0
233	523	0
257	959	0
32	820	1
206	197	0
96	549	0
246	326	0
272	307	0
274	87	0
180	836	0
0	582	1
41	125	1
27	693	0
22	115	1
188	73	0
38	421	0
0	163	1
223	308	0
284	242	1
18	216	1
267	190	0
169	310	0
260	810	1
266	115	1
115	824	0
223	323	0
58	289	1
59	540	1
246	734	1
0	280	1
157	959	0
71	978	0
56	149	1
61	355	0
4	466	1
157	255	0
72	973	0
107	914	0
316	662	0
291	681	0
317	37	0
12	106	1
86	674	0
205	94	0
111	83	0
53	385	0
36	401	0
291	29	0
251	876	1
323	406	0
18	105	0
1	364	1
259	384	0
52	534	0
32	644	1
212	754	1
53	373	0
69	565	0
182	398	0
15	157	1
80	192	1
35	228	1
182	590	0
139	156	0
1	222	1
92	229	1
285	847	1
46	228	1
208	886	0
188	872	0
205	0	0
15	252	1
31	216	1
184	205	0
274	581	0
223	5	0
293	471	1
1	542	1
198	625	0
169	309	0
178	433	1
274	673	0
29	294	1
106	88	0
169	68	0
113	372	1
184	145	0
181	50	0
125	570	0
33	646	0
49	193	1
169	368	0
41	685	1
255	666	1
41	755	1
247	125	0
5	641	1
36	5	1
181	951	0
3	261	1
255	849	1
309	242	1
178	222	1
50	259	0
311	791	0
109	590	0
149	261	0
237	78	1
269	843	1
184	62	0
14	846	1
17	404	1
274	189	0
118	867	0
1	135	1
5	20	1
15	286	1
92	970	0
243	119	1
37	869	0
117	85	0
59	784	1
19	128	0
3	391	1
9	266	1
0	557	1
169	124	0
228	810	0
1	736	1
184	122	0
131	848	0
212	210	1
267	608	0
223	2	0
315	39	1
72	475	0
236	488	1
289	645	1
280	382	1
105	470	1
9	227	0
0	781	1
203	492	0
253	495	0
5	299	1
72	188	0
22	2	1
236	781	0
58	665	1
144	534	0
3	214	1
29	130	1
169	28	0
249	110	1
149	438	0
189	645	0
9	433	1
68	643	1
3	912	0
47	642	1
1	35	1
37	25	1
111	276	0
304	384	1
195	172	0
284	39	1
207	231	0
205	363	0
41	846	1
52	128	0
15	303	1
259	857	1
36	575	0
12	593	0
205	212	0
309	36	1
252	850	1
81	622	1
159	326	0
314	107	0
167	272	0
29	102	1
323	114	1
133	370	1
296	225	0
41	146	1
184	184	0
304	369	1
32	295	1
206	130	0
47	375	0
205	26	0
61	575	0
283	433	1
286	471	1
36	343	0
147	846	0
1	422	1
61	557	0
164	580	0
0	266	1
284	541	1
0	836	1
14	355	0
291	942	0
184	290	0
282	823	1
29	4	1
134	228	1
9	960	0
207	99	0
304	143	1
6	62	1
0	231	1
1	869	1
47	178	1
124	687	1
0	946	1
14	519	0
232	409	0
295	763	1
70	658	1
93	582	0
15	240	1
189	964	0
87	538	0
72	533	0
124	847	1
0	564	1
206	83	0
162	182	0
93	325	0
57	812	1
22	965	1
61	334	0
212	448	1
303	664	1
1	149	1
324	20	0
103	135	0
56	34	1
47	945	1
209	853	0
317	723	1
304	966	1
205	217	0
53	625	0
257	4	1
70	836	1
175	963	0
246	832	1
212	91	1
287	872	0
303	645	1
263	197	0
37	469	1
274	202	1
61	191	1
45	490	1
28	67	1
15	211	1
14	216	1
49	389	1
8	155	1
207	457	0
12	18	1
212	158	1
64	839	1
5	134	1
184	174	0
161	307	0
12	114	1
210	95	0
36	90	0
247	369	1
213	292	0
182	612	0
125	724	0
195	720	0
131	684	0
90	700	1
37	109	1
260	781	1
16	103	0
224	939	0
117	626	0
159	29	0
107	907	0
169	133	0
9	6	1
104	83	1
96	851	0
247	702	0
209	763	1
206	71	0
22	798	1
218	228	1
80	364	1
285	823	1
101	492	0
274	235	1
261	285	0
4	703	0
1	347	1
29	621	1
278	277	1
15	377	1
223	196	0
260	616	1
206	17	0
61	52	0
62	624	0
29	228	1
25	250	1
80	44	1
189	673	0
110	192	1
118	821	0
298	671	0
17	193	0
1	494	1
304	854	1
63	200	1
157	616	1
86	793	0
7	211	1
77	249	1
292	237	1
13	169	0
56	228	1
27	864	0
287	677	0
206	296	0
29	844	1
261	892	0
47	122	1
239	78	1
61	325	0
37	219	1
5	237	1
15	415	1
221	161	0
299	144	0
41	9	1
223	875	0
148	901	0
191	47	0
5	374	1
5	526	1
41	763	1
257	770	0
206	54	0
289	659	1
295	104	0
280	143	1
91	155	1
159	732	0
115	290	0
244	375	0
194	667	0
305	734	1
47	20	1
292	882	0
61	130	1
263	199	0
61	353	0
13	1	1
14	536	0
270	276	0
169	145	0
321	675	0
299	949	0
184	289	0
9	150	0
140	69	0
61	420	0
137	131	1
30	393	1
157	200	1
203	855	0
159	501	0
270	626	0
5	492	1
120	228	1
1	349	1
290	798	1
120	131	0
19	211	1
70	756	0
66	195	0
255	704	1
7	216	1
25	277	1
53	123	0
255	647	1
206	273	0
35	705	1
285	792	1
25	153	1
206	80	0
267	642	1
274	827	0
44	839	0
1	361	1
310	659	1
87	521	0
55	726	0
0	517	1
1	778	1
63	365	1
113	39	1
142	316	0
53	960	0
22	147	1
41	741	1
10	396	1
3	245	1
206	139	0
281	616	1
289	687	1
289	791	1
273	666	1
92	262	0
206	62	0
267	827	0
1	137	1
5	465	1
200	300	0
263	158	0
87	341	0
231	140	0
25	849	1
8	261	1
205	129	0
33	662	0
310	379	0
0	290	1
18	131	1
41	844	1
5	796	1
323	929	0
31	861	0
169	47	0
57	861	0
1	503	1
34	2	0
256	235	1
178	242	1
295	438	0
5	662	1
87	588	0
0	393	1
322	723	1
53	844	0
309	165	1
304	242	1
50	49	0
5	478	1
99	435	0
72	542	0
69	650	0
41	809	1
264	666	1
109	976	0
35	61	0
283	706	0
155	199	0
241	123	1
8	690	1
89	125	0
12	841	1
311	385	1
206	118	0
46	381	1
17	5	1
284	471	1
148	360	0
246	550	0
184	303	0
316	646	1
81	250	1
47	883	1
71	286	1
125	554	0
41	193	1
70	759	1
24	968	0
59	16	1
205	277	0
22	877	1
117	86	0
14	228	1
2	130	1
161	644	0
249	792	1
194	770	0
251	315	1
8	309	1
173	250	0
1	729	0
257	36	1
169	40	0
223	186	0
282	226	1
47	155	1
81	58	1
0	334	1
0	200	1
5	834	1
260	319	0
25	158	1
12	151	1
74	113	0
87	544	0
37	117	1
32	734	1
32	143	0
50	283	1
25	862	1
280	307	1
61	980	0
252	226	1
28	210	1
234	383	0
62	645	1
74	178	1
41	839	1
8	1	1
295	963	1
53	239	0
169	147	0
50	127	1
37	137	1
52	963	0
86	212	0
5	438	1
14	189	0
0	365	1
239	434	1
18	208	1
161	252	0
1	86	1
239	697	1
207	84	0
68	794	1
123	4	0
14	277	1
53	118	0
113	449	1
59	106	1
64	207	0
15	163	1
87	178	1
48	11	1
272	616	0
187	708	0
0	247	1
13	856	0
267	589	0
22	178	1
1	316	1
6	177	1
290	653	1
212	118	1
212	120	1
80	40	1
191	23	0
291	631	1
42	277	1
90	826	1
120	490	0
170	792	1
1	332	1
219	910	1
36	651	0
323	396	0
260	915	0
74	277	1
243	143	0
279	690	0
159	593	0
221	530	0
266	359	1
1	579	1
205	147	0
292	671	0
71	977	0
14	456	0
157	621	0
302	750	0
274	784	0
108	333	0
9	211	1
261	850	1
67	158	1
31	147	1
294	268	1
241	648	1
5	279	1
324	125	0
92	155	1
51	370	1
5	381	1
131	292	0
5	73	1
66	437	0
251	617	1
22	68	1
14	405	1
12	295	0
8	68	1
301	22	1
280	471	1
1	382	1
0	213	1
1	501	1
261	385	1
125	292	0
315	316	0
42	811	1
15	756	1
182	223	0
51	314	0
205	266	0
84	277	1
1	777	1
212	377	1
167	22	0
205	73	0
23	671	0
285	916	0
1	571	1
159	340	0
61	481	0
225	245	0
89	523	0
22	648	1
37	950	0
0	563	1
109	973	0
41	14	1
211	645	0
68	116	1
31	301	0
67	178	1
0	776	1
288	404	0
30	4	1
104	75	0
195	977	0
189	523	0
212	917	1
41	238	1
184	307	0
9	151	1
221	294	0
178	15	1
205	126	0
260	61	0
147	548	0
93	519	0
106	403	1
206	16	0
1	353	1
205	55	0
124	488	1
9	292	0
72	503	0
229	510	0
68	201	0
41	756	1
228	769	0
242	865	1
85	446	0
81	249	1
5	114	1
282	67	1
280	850	0
252	800	1
142	219	0
12	83	1
288	39	1
112	488	0
243	69	0
249	185	1
5	628	1
142	252	0
164	597	0
0	304	1
1	679	1
1	712	1
257	16	1
305	425	0
245	763	1
55	415	0
212	899	1
242	139	1
285	44	1
38	883	0
200	200	0
128	914	0
5	436	1
1	646	1
18	777	0
149	923	0
1	258	1
84	534	0
295	165	1
206	363	0
12	759	0
23	961	0
25	122	1
292	47	1
279	438	1
304	166	1
0	360	1
44	139	0
284	291	1
12	279	1
284	216	1
249	436	1
54	213	1
13	498	0
93	538	0
10	16	1
0	445	1
8	669	1
289	19	1
185	664	1
49	850	1
1	156	1
266	227	1
206	272	0
292	372	1
47	268	1
169	319	0
223	290	0
314	172	1
13	216	1
101	797	0
205	93	0
27	147	1
296	885	1
80	165	1
257	921	0
249	800	1
12	127	1
27	97	0
297	920	0
293	434	0
259	163	1
61	249	1
165	681	0
226	914	0
171	68	0
316	890	0
13	146	0
290	848	0
280	361	0
72	599	0
5	698	1
5	689	1
44	909	0
147	568	0
47	359	1
169	324	0
61	731	0
223	385	0
93	569	0
184	192	0
191	769	0
42	128	1
205	309	0
41	216	1
315	734	1
311	746	1
324	847	1
90	152	0
317	766	0
309	781	1
288	254	1
44	550	0
223	87	0
5	198	1
5	652	1
169	298	0
147	597	0
221	5	0
182	408	0
321	432	0
92	259	1
139	692	0
37	637	1
230	916	0
101	834	0
184	27	0
284	163	1
141	896	0
0	397	1
157	159	0
31	323	0
32	155	1
257	178	1
245	119	1
140	151	0
303	192	1
169	539	0
324	139	1
314	761	1
314	200	0
134	134	1
151	813	0
164	412	0
147	615	0
0	857	1
305	967	1
207	459	0
290	625	0
41	15	1
144	766	0
252	281	1
169	277	0
290	211	1
91	178	1
58	143	1
18	67	1
147	724	0
51	892	0
105	291	1
169	320	0
205	190	0
257	326	0
93	72	0
223	107	0
15	149	1
169	221	0
50	621	1
169	197	0
15	197	1
238	147	0
236	404	0
260	854	1
206	36	0
111	921	0
118	381	0
178	215	1
251	44	1
271	840	1
108	211	1
146	36	1
114	884	1
303	655	1
8	67	1
93	608	0
226	966	0
77	228	1
194	916	0
309	113	1
106	16	1
212	214	1
165	202	0
205	193	0
42	247	1
286	737	0
212	22	1
159	321	0
324	810	1
30	155	1
185	874	1
184	112	0
47	812	1
178	192	1
201	720	0
57	268	1
25	876	1
44	635	0
0	965	0
291	763	1
267	87	0
72	483	0
282	687	1
155	703	0
206	242	0
294	792	1
53	217	0
5	619	1
135	746	0
66	13	0
133	289	0
282	370	1
277	664	1
15	268	1
284	213	1
257	155	1
14	593	1
43	83	1
313	694	0
99	617	0
188	226	0
71	464	1
0	440	1
206	187	0
256	892	0
38	892	0
267	582	0
1	440	1
298	22	1
242	810	1
1	318	1
31	188	0
1	551	1
0	128	1
72	422	0
221	151	0
42	438	1
89	225	0
253	419	0
242	825	0
147	665	0
41	386	1
3	697	1
55	285	0
219	876	1
83	19	0
301	723	1
290	723	1
205	867	0
249	847	1
309	882	0
253	797	0
184	272	0
105	41	1
49	293	1
284	359	1
1	307	1
247	281	1
249	47	1
236	222	1
241	281	1
5	376	1
205	91	0
41	641	1
293	237	1
206	72	0
293	140	0
1	518	1
239	749	0
267	595	0
0	307	1
87	582	0
0	240	1
18	677	1
293	386	1
124	427	0
42	66	1
15	281	1
253	55	0
184	105	0
164	301	0
50	403	0
67	128	1
249	632	0
63	396	1
169	244	0
159	549	0
132	173	0
80	215	1
251	385	1
280	193	1
191	806	0
109	394	0
160	817	0
5	284	1
275	840	1
236	254	0
1	979	1
101	844	0
113	616	1
19	879	0
124	662	1
223	281	0
247	593	0
257	357	0
272	619	0
53	914	0
242	386	1
184	42	0
195	176	0
71	191	1
304	832	1
169	233	0
314	14	0
205	46	0
182	220	0
41	382	1
36	558	0
50	430	1
182	976	0
280	635	0
212	250	1
103	10	0
171	309	1
155	744	0
206	212	0
0	192	1
223	61	0
169	125	0
282	874	1
10	266	1
29	122	1
4	865	1
173	468	0
119	751	0
206	9	0
223	113	0
268	226	1
41	163	1
49	675	0
38	823	1
0	697	1
31	407	0
35	688	1
194	921	0
1	403	1
70	107	0
37	193	1
247	876	1
290	27	1
193	262	0
151	427	0
249	810	1
5	877	1
14	607	0
22	314	1
32	706	1
205	37	0
205	307	0
157	226	1
15	828	1
257	616	1
260	847	1
306	793	0
1	823	1
169	2	0
169	302	0
153	718	0
109	412	0
0	742	1
7	247	1
221	704	0
55	179	0
31	631	0
90	245	1
9	18	1
290	782	1
218	292	0
56	91	1
72	647	0
5	13	1
44	9	1
260	635	1
225	278	0
162	22	0
41	698	1
203	762	0
37	91	0
291	350	0
178	249	1
38	549	0
206	46	0
282	732	0
5	727	1
1	1	1
104	825	0
192	867	0
232	10	0
38	359	1
253	411	0
184	97	0
1	250	1
